mes,geografia,uol1_name,uol2_name,sn1,sn2,issues_analysis2_analysis_sin_review_menor_7_dias,total_issues_analysis2_pasaron_analysis_sin_review,historias_deployed_fix_version,total_historias_deployed,repositorios_activos_nomenclatura_estandar,total_repositorios_activos,mediana_tiempos_pr_ tardado_ser_mergeadas_o_rechazadas,mediana_lineas_codigo_modificadas_prs_mergeadas_o_rechazadas,repositorios_activos_gobernados_chimera,"mediana_tiempo_desde_primera_contribucion_hasta_merge
permanentes","mediana_tiempo_ejecucion_pipelines_correctos
repositorio",ejecuciones_pipeline_estado_success,ejecuciones_pipeline_estado_success_ o_failure,"mediana_tiempo_entre_fallo_y_exito_pipeline
mediana_tiempo_entre_fallo_y_exito_pipeline",repositorios_actividad_y_analisis_sonarqube_ok,repositorios_actividad_analisis_sonarqube,items_desplegados_pruebas_xray_ejecutadas,items_desplegados
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,SEGURIDAD Y CONFIDENCIALIDAD,9,13,6,10,4,4,2.19,357.5,5,1.56,42,8,14,147,6,9,7,12
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,SISTEMA DE PLANIFICACION DE PROYECTOS - SPP,10,15,4,8,2,12,1.32,182.5,3,4.59,11,8,9,86,8,11,9,11
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,TABLAS CORPORATIVAS,8,13,3,11,4,14,3.54,719,3,0.23,13.5,2,9,179,9,10,5,11
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,TABLAS GENERALES,9,9,2,15,7,11,4.47,220,7,7.44,21.5,10,10,19.5,4,8,3,11
07/01/2025,PERU,SYSTEMS,CORPORATE,ENGINEERING,VIDEOINTELIGENCIA 360,1,15,4,6,5,6,3.64,221,2,3.97,4.5,9,11,54.5,2,9,4,14
07/01/2025,PERU,SYSTEMS,CORPORATE,LEGAL,FAST TRACK EMPRESAS,7,14,7,11,9,14,4.53,631,8,8.74,36.5,7,9,180,3,7,9,11
07/01/2025,PERU,SYSTEMS,CORPORATE,LEGAL,SISTEMA DE EMBARGOS TELEMATICOS,10,12,5,14,4,14,5.6,164,2,3.96,9.5,7,9,148.5,6,8,3,14
07/01/2025,PERU,SYSTEMS,CORPORATE,LEGAL,SISTEMA DE FIRMAS Y PODERES,4,8,10,11,6,9,0.77,435,6,7.81,11,6,14,33.5,7,7,2,3
07/01/2025,PERU,SYSTEMS,CORPORATE,LEGAL,VISADO DE PODERES,5,13,5,14,10,14,5.65,868,2,8.34,41.5,10,11,130.5,3,4,7,9
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,APLICACIï¿½ï¿½N FICHA DE FUNC,7,15,5,10,3,8,2.87,241.5,7,1.44,28.5,3,4,163,5,9,4,11
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,CONSULTA HISTORICA DEL EMPLEADO Y NOMINA,8,8,7,10,7,8,4.26,143.5,8,6.5,30,5,9,177.5,7,14,2,14
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,CONTROL DE ASISTENCIA,0,4,10,14,1,6,0.24,766,4,8.96,0.5,5,15,155.5,8,9,7,10
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,FONDO DE ASISTENCIA,3,11,9,13,3,5,5.56,11,9,7.63,13,9,11,23.5,9,12,4,13
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,FORM. Y EVAL. DE ASESORES (MI 1ERA FORMACIï¿½,2,3,3,13,10,13,0.89,947.5,5,5.21,47.5,1,4,80.5,2,13,5,7
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,GESTION DOCUMENTAL DE COLABORADORES,5,8,7,14,1,2,5.37,975.5,8,9.67,31.5,4,10,148,8,13,8,12
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,LASERFICHE,9,13,9,13,7,7,5.26,439,0,0.52,35.5,9,15,164,3,15,6,15
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,LDAP CORPORATIVO,3,7,9,12,5,5,1.53,610.5,9,8.1,22.5,9,14,67.5,8,10,4,8
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,OFFICE ONE,8,14,9,10,10,14,1.37,150,4,8.53,24.5,1,5,93,4,9,4,11
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,SAP SUCCESSFACTORS,3,15,9,9,6,15,2.06,981.5,8,7.32,49.5,4,12,17,4,15,3,14
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,SISTEMA DE RECONOCIMIENTOS,10,15,1,7,7,11,2.2,574,8,7.47,47.5,9,10,103,2,12,8,10
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,T&C SERVICES HUB,5,13,9,9,9,10,4,324.5,3,2.97,26,5,13,2,7,7,1,6
07/01/2025,PERU,SYSTEMS,CORPORATE,TALENT & CULTURE,VALES DE MOVILIDAD,5,13,6,8,4,8,4.93,989,3,3.27,15,8,10,127.5,10,13,4,9
07/01/2025,PERU,SYSTEMS,RETAIL,AGENTES CORRESPONSALES,MURO REGULARIO,3,3,8,8,1,8,4.4,884,1,9.4,17.5,9,14,144.5,1,6,5,10
07/01/2025,PERU,SYSTEMS,RETAIL,AGENTES CORRESPONSALES,SAEX,2,13,7,9,5,11,0.85,191,8,8.24,6,6,9,26,5,14,7,11
07/01/2025,PERU,SYSTEMS,RETAIL,AGENTES CORRESPONSALES,SEGMENTADOR DE COLAS,7,13,8,9,7,9,1.97,178.5,2,0.4,18.5,9,11,76.5,2,13,6,12
07/01/2025,PERU,SYSTEMS,RETAIL,ATMS Y AUTOSERVICIOS,DYNASTY,7,10,2,12,7,11,3.26,490,5,5.61,34,1,5,120,8,11,2,2
07/01/2025,PERU,SYSTEMS,RETAIL,ATMS Y AUTOSERVICIOS,FRACTALIA,9,14,5,13,9,12,1.99,576,3,2.19,3.5,3,9,69.5,9,12,1,9
07/01/2025,PERU,SYSTEMS,RETAIL,ATMS Y AUTOSERVICIOS,JAMNM,5,14,7,8,4,11,5.11,39.5,6,5,47.5,9,10,112,4,4,0,4
07/01/2025,PERU,SYSTEMS,RETAIL,ATMS Y AUTOSERVICIOS,MODULO DE GESTION ETHER ATM,6,10,8,12,10,13,1.04,26.5,5,9.35,44,3,15,7.5,5,8,3,9
07/01/2025,PERU,SYSTEMS,RETAIL,ATMS Y AUTOSERVICIOS,SISO,2,6,7,12,5,14,4.85,695.5,4,4.18,49.5,9,10,100.5,4,7,1,14
07/01/2025,PERU,SYSTEMS,RETAIL,ATMS Y AUTOSERVICIOS,SISO SEC,7,8,1,2,3,12,2.6,100.5,0,4.7,35.5,4,10,74.5,5,15,8,12
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,ASESOR 360,8,13,2,3,2,14,3.77,140,4,8.13,49.5,5,12,86,8,10,0,9
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,CARRITO NACAR,5,15,5,5,10,14,0.66,938.5,5,9.09,28.5,8,13,128.5,3,5,4,9
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,DATAZO,3,5,5,9,10,11,2.25,514,4,6.6,25.5,4,10,12.5,8,15,5,12
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,DWP AFLUENTE,9,9,8,13,1,5,4.53,867.5,4,4.31,16.5,0,6,144.5,6,10,0,8
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,FRONTAL UNICO,7,14,7,11,6,12,0.92,6,3,6.24,13.5,6,15,142.5,9,11,4,10
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,MIS CONVERSACIONES PER,7,13,5,9,1,9,5.23,320.5,3,4.62,41.5,2,2,137,3,10,0,4
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,OFERTA FUVEX,7,13,9,11,2,4,2.29,611.5,6,2.12,34.5,6,12,119,1,12,10,10
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,PCT,7,9,2,4,4,13,4.47,36.5,3,2.68,9.5,0,1,172,0,13,9,14
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,PERFILADOR PREMIUM,2,12,1,8,1,3,3.81,674.5,7,3.02,25.5,2,12,160.5,7,15,6,11
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,PGC,5,12,2,10,4,5,4.45,33.5,8,1.84,11.5,3,8,47.5,9,12,1,11
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,PIC,5,11,0,11,5,8,2.19,833,2,9.38,38,10,11,47,3,5,8,11
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,PODIO DIGITAL,9,13,2,5,2,13,5.6,957,4,2.68,43,3,10,24,1,6,0,6
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,RECONTADORA NACAR,1,2,5,13,2,6,1.22,458,4,8.45,7.5,3,3,75,6,11,4,6
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,WEB ASESOR PREMIUM,2,10,1,10,3,10,2.16,910.5,6,7.73,43,3,3,88.5,3,11,2,6
07/01/2025,PERU,SYSTEMS,RETAIL,BRANCHES & SALES ADVISORY,WORKFLOW DE FUERZA DE VENTAS,8,8,2,8,8,13,3.29,289.5,2,4.99,13,3,14,20,1,6,6,10
07/01/2025,PERU,SYSTEMS,RETAIL,CONTACT CENTER,BANCA TELEFONICA,5,9,5,12,4,11,3.55,81.5,8,1.41,26,3,6,24,9,13,2,15
07/01/2025,PERU,SYSTEMS,RETAIL,CONTACT CENTER,CHATBOT,7,15,0,13,3,12,4.56,790.5,2,3.87,14,8,12,168.5,2,4,9,13
07/01/2025,PERU,SYSTEMS,RETAIL,CONTACT CENTER,FRONTAL CONTACT CENTER,7,14,3,3,10,14,1.34,954.5,7,8.82,34,3,14,158.5,7,12,3,12
07/01/2025,PERU,SYSTEMS,RETAIL,CRM & DIGITAL MARKETING,CRM (CAMPAIGNS),1,15,4,12,5,8,1.61,664,7,3.03,3,5,7,6,9,12,5,11
07/01/2025,PERU,SYSTEMS,RETAIL,CRM & DIGITAL MARKETING,SALESFORCE MARKETING CLOUD,4,10,1,4,10,12,3.82,330.5,8,6.25,34,1,9,79,2,11,6,14
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,CANALES HOST,4,4,3,9,9,11,0.86,38.5,4,4.6,16,9,14,147,9,12,6,11
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,CONSULTAS DE LOGS,2,8,6,15,6,7,2.9,186,10,2.76,37,5,10,66.5,7,8,1,13
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,DIYHUB,5,10,1,6,4,14,2.26,76,3,8.92,21.5,6,14,139.5,8,12,8,11
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,F2FSERVICEMODELTRANSFORMATION,10,14,10,14,2,2,1.17,645.5,4,1.13,31,6,14,63.5,8,10,4,9
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,GLOMO,6,9,4,14,5,12,3.73,952.5,2,9.2,19.5,8,15,10,0,14,2,8
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,HORIZON,3,12,5,14,1,12,0.06,427.5,9,8.98,48.5,8,10,167,9,13,2,5
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,MONITORING&PERFORMANCE,2,11,9,14,5,8,3.31,992.5,4,8.84,44.5,6,6,119,8,11,4,13
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,PAYMENTS PER,1,4,2,6,6,13,1.44,531,7,0.7,46.5,5,5,157,2,6,4,7
07/01/2025,PERU,SYSTEMS,RETAIL,MOBILE CHANNELS,SECURITYEXPERIENCE,9,10,5,7,1,12,5.6,389,10,4.99,33,2,6,74,4,11,5,6
07/01/2025,PERU,SYSTEMS,RETAIL,WEB Y PORTALES,BANCA POR INTERNET PERSONAS,6,6,6,15,5,5,0.94,994.5,9,6.45,0,4,11,60,8,14,2,4
07/01/2025,PERU,SYSTEMS,RETAIL,WEB Y PORTALES,GIFOLE,4,13,8,8,2,10,5.13,566,7,2.98,48,9,13,14.5,8,9,9,12
07/01/2025,PERU,SYSTEMS,RETAIL,WEB Y PORTALES,OPEN MARKET,10,14,5,7,8,13,3.49,10.5,3,6.82,24,2,13,103,10,14,9,13
07/01/2025,PERU,SYSTEMS,RETAIL,WEB Y PORTALES,OTP SMS,5,7,4,12,0,6,1.14,369.5,8,7.96,17.5,2,4,147.5,3,5,7,7
07/01/2025,PERU,SYSTEMS,RETAIL,WEB Y PORTALES,PFM (PERSONAL FINANCE MANAGEMENT),3,3,9,13,7,14,5.67,310.5,2,9.54,0.5,8,10,37,2,5,0,9
07/01/2025,PERU,SYSTEMS,RETAIL,WEB Y PORTALES,PORTAL DEL BBVA - AEM,10,14,9,15,3,4,3.14,179,0,5.78,30.5,0,2,49.5,1,14,2,14
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,CALCULATION ENGINE 871,6,8,0,10,7,12,0.18,378,4,8.88,37,7,10,10,4,14,4,14
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,CASH EQUITY,8,11,1,4,3,9,3.12,459.5,7,3.71,20.5,7,14,63,4,7,9,13
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,CASH EQUITY RETAIL,6,12,8,10,10,13,3.99,506.5,2,3.49,7.5,6,11,10,6,11,6,9
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,HYDRA,4,6,6,11,7,9,1.77,789.5,7,2.6,29,8,10,38,6,8,1,9
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,M2BOS,3,9,5,9,5,11,1.09,776,0,2.24,15,6,8,85.5,1,14,8,10
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,ORC,8,10,2,6,3,8,0.61,947,8,2.53,25.5,6,11,184.5,4,5,6,10
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,REPORTING TOOL,0,14,3,4,9,12,2.31,565,10,8.38,11,0,3,11.5,3,4,7,13
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,UBIX,6,11,6,9,7,7,3.08,536.5,1,6.93,19.5,1,2,179,7,13,2,8
07/01/2025,CIB,SW DELIVERY,EQUITIES,CASH EQUITY & MMOO,ULLINK,9,13,6,7,7,15,0.08,624,8,2.63,30.5,6,9,48,6,13,7,11
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,ADMIN TOOLS,1,15,8,10,0,14,1.27,107.5,5,5.03,30,6,11,57,2,12,0,2
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,BACK OFFICE NOTAS ESTRUCTURADAS CIB,5,11,7,11,8,12,5.61,845.5,2,9.73,23.5,6,7,184,1,10,5,8
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,CFIT,1,10,8,11,7,8,3.12,59.5,4,4.61,43,9,11,49.5,7,15,5,6
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,CREDIT MAIL PARSER,6,8,6,7,10,14,0.22,250.5,3,9.52,46.5,9,12,166.5,1,7,9,14
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,EPRICER,6,12,5,15,3,9,2.53,208.5,2,1.31,16,3,11,163,2,7,2,12
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,GRID HOJA FUERA DE SISTEMAS,3,4,5,12,9,14,2.6,958.5,6,3.48,28,9,13,44.5,5,11,6,14
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,INVENTARIO UNICO OPERACIONES FUERA SISTEMAS,4,8,8,12,5,8,1.07,214,5,2.43,35.5,1,11,39.5,4,7,4,5
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,MODELITY PRIIPS/MIFID,1,4,4,10,1,7,1.74,304,4,7.28,34,2,10,119.5,2,4,1,6
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,PORTALES WEB CIB,6,7,2,8,3,9,2.48,273,8,6.16,7,4,5,133,1,14,2,11
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,QUOTEPAD,3,8,8,9,9,9,2.34,539,4,7.87,28,5,5,62,4,7,8,13
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,SOLAR,9,15,6,14,9,12,2.47,476,5,6.52,3.5,2,2,121,4,14,5,12
07/01/2025,CIB,SW DELIVERY,EQUITIES,DIGITAL DERIVATIVES: X-ASSET NOTES,TELEMACO,8,11,1,2,6,11,4.77,709.5,5,1.48,0.5,2,4,64,3,15,3,8
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,4SIGHT,5,14,6,9,6,10,4.19,17,0,2.1,3,9,14,98.5,6,10,7,9
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,ALPIMA,1,3,4,4,3,9,1.46,430.5,7,7.98,31.5,10,14,95.5,4,13,6,6
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,CLIENT REPORTING,2,6,6,13,9,12,4.6,328,10,5.05,38.5,3,13,150.5,9,14,9,10
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,ECLIENT TOOL,0,8,7,8,9,15,0.89,261,5,7.9,37.5,6,11,133,9,15,2,6
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,ECON,9,11,0,10,3,4,5.78,450.5,2,3.43,33,7,15,138.5,4,9,3,5
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,EQ FINANCE - WEMATCH,9,12,8,13,7,11,0.31,920.5,1,7.79,42.5,9,9,21,6,12,0,11
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,MIFID II COSTS REPORTING & MONITORING,5,12,8,11,3,10,5.24,616,3,1.28,2.5,8,12,22,3,7,1,4
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,PRIIPCLOUD,4,8,3,13,8,14,0.89,947,5,4.79,40.5,5,6,182.5,5,14,6,12
07/01/2025,CIB,SW DELIVERY,EQUITIES,QIS EQUITY FINANCE & CROSS,STRUCTURED NOTES MANAGEMENT,6,15,2,6,6,13,4.4,879.5,10,9.69,4.5,5,11,79,1,3,8,13
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,ALGORITHMICS - CONTRAPARTIDA,5,9,4,11,6,14,2.48,597.5,7,3.74,34,4,13,8,7,13,9,10
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,ALGORITHMICS - IMM,0,0,1,11,3,12,5.94,207.5,5,0.57,10,0,11,141.5,6,7,6,12
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,ALGORITHMICS - IRC,10,11,9,11,6,13,1.44,474.5,6,8.02,45.5,3,12,68,8,14,6,14
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,ALGORITHMICS - KCVA,1,14,3,4,0,12,5.31,836,8,1.5,24.5,8,14,36.5,2,12,9,15
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,ALGORITHMICS - MERCADO,1,14,3,14,8,8,4.19,261.5,10,8.81,27,3,7,177,1,8,0,13
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,"BBDD RIESGOS (TRIDA, SAFARI, REDA)",9,10,9,14,9,12,0.08,184,2,1.45,0.5,4,6,26,6,10,3,14
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,CAPITAL POR EQUITY,10,14,6,12,6,10,2.09,542,7,4.78,44.5,9,12,62.5,10,14,1,13
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,GENERADOR DE ESCENARIOS,1,12,1,14,5,6,4.99,203,4,5.75,31.5,9,12,110.5,0,5,2,4
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,N2TRIDA,2,3,3,14,4,6,4.06,914.5,9,4.62,39,4,5,44.5,9,9,2,4
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,RISK ENTORNOS EFIMEROS,5,14,2,9,7,10,3,267,1,6.84,22,1,11,153.5,8,12,3,10
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,RTCE,7,14,6,14,7,11,1.77,81.5,2,8.57,40,3,8,51.5,5,15,6,11
07/01/2025,CIB,SW DELIVERY,RISK,MARKET & COUNTERPARTY RISK,WORKFLOW CIB,7,14,8,8,1,14,5.78,189.5,7,2.22,47,3,14,16.5,8,11,9,13
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,ASSET CONTROL,10,12,4,5,3,9,4.04,350,3,2.73,8.5,4,9,178,4,6,6,14
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,CUADRE OPERATIVA DE RIESGOS,2,2,9,12,7,14,5.17,948.5,1,5.45,22,9,14,157.5,7,8,6,11
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,IPV MANAGER,5,11,4,11,5,9,2.43,841.5,4,8.4,48.5,10,12,29.5,0,11,1,4
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,MADRE,4,9,6,12,4,6,3,291,1,8.03,46.5,8,10,35,1,7,8,13
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,MARKET RISK WEB,1,4,5,8,6,7,0.47,768,8,9.56,24.5,10,11,182.5,4,8,3,3
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,PROCESO BPM EVENTOS CORPORATIVOS,8,10,6,12,3,12,3.34,249.5,4,4.82,36,4,9,120.5,4,12,1,8
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,PROCESO BPM INVOICES,2,10,4,13,3,5,2.54,239.5,0,8.52,31.5,1,3,166.5,8,12,4,4
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,PROCESO BPM SECURITIES,4,6,4,8,0,3,3.65,476.5,5,6.89,17.5,8,12,149.5,4,11,4,11
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,RISK FACTORS REPOSITORY,1,5,1,2,7,10,2.17,798,3,3.88,17.5,10,11,53.5,1,12,4,4
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,RISK PLATFORM ENGINE,9,13,7,11,3,9,5.82,876.5,8,4.77,8.5,6,6,76,7,13,10,10
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,RISK VIEWER,6,8,8,12,5,6,4.98,779,8,5.02,45.5,3,7,115,2,3,3,13
07/01/2025,CIB,SW DELIVERY,RISK,MARKET DATA & RISK SOLUTIONS,TYPHOON,1,13,1,13,1,11,2.01,541.5,0,0.93,11,6,15,16,7,13,5,9
07/01/2025,CIB,SW DELIVERY,RISK,RISK MEASUREMENT 2.0,SATORI,1,11,0,4,4,11,4.17,867,3,5.09,14,2,5,127,7,10,1,14
07/01/2025,CIB,SW DELIVERY,RISK,XVA,CVA - XVA 1.0,5,12,9,11,4,5,0.57,310,7,0.15,27.5,8,12,176.5,1,2,0,7
07/01/2025,CIB,SW DELIVERY,RISK,XVA,OPSCHAT,3,10,6,14,5,8,0.13,42.5,9,7.9,1.5,4,15,129.5,3,8,1,3
07/01/2025,CIB,SW DELIVERY,RISK,XVA,XVA 2.0,1,5,3,7,6,13,2.44,895,5,8.06,24.5,2,5,188.5,10,11,9,10
07/01/2025,CIB,SW DELIVERY,RISK,XVA,XVA-RTCE,1,12,10,12,5,8,5.23,837.5,1,8.33,47.5,10,11,169.5,3,9,3,9
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REGULATORY & ONBOARDING,CLIENT VALUATIONS,1,12,9,13,6,11,1.62,894.5,4,1.77,22.5,4,14,171.5,6,12,9,14
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,ALERT MIRROR,9,10,5,8,4,14,3.6,21.5,7,7.12,24,7,13,37,10,13,8,13
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,MOCA,8,14,2,6,4,12,2.09,810.5,5,5.49,32,3,4,129,0,3,2,11
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,PROCESO BPM ALTA CONTRATOS MARCO,6,9,8,10,6,10,0.69,335.5,3,6.19,31.5,2,12,186,10,12,4,8
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,PROCESO BPM ALTA TRADING VENUES,8,14,4,11,9,11,4.34,62.5,5,7.1,7,4,15,91,3,5,4,12
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,PROCESO BPM ALTA Y MODIFICACION SSI,1,3,9,11,0,8,5.8,140.5,10,9.22,20,10,13,131.5,8,10,5,11
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,PROCESO BPM INVENTARIO ALGORITMOS DE TRADING,8,10,9,10,6,12,2.35,406.5,1,2.3,26,1,13,185.5,1,13,9,12
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,RDR,8,12,10,12,1,4,0.89,972.5,6,8.7,44,9,13,46,0,6,7,13
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,REPOSITORIES,SALES WAREHOUSE,4,14,5,15,9,13,4.67,565.5,8,8.56,10.5,8,11,36,8,9,4,6
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,SUPERVISORY FUNCTIONS,ALERTAS AML RED EXTERIOR CIB,1,1,5,14,7,10,3.08,705,1,5.64,6,8,13,12.5,5,10,8,10
07/01/2025,CIB,SW DELIVERY,REPOSITORIES AND SUPERVISORY FUNCTIONS,SUPERVISORY FUNCTIONS,CLIENT ONBOARDING,10,10,0,5,3,9,1.62,101,4,1.99,35,1,4,8,3,14,6,11
